person,confidence,roles,organization,context,source_url,source_file
עמרי ברזילי,medium,במאי,קרן קולנוע ערבה,…מהדורה ה- 13 כל הבמאים  שירה גפן | [עמרי ברזילי] ועומר בן-דוד | רונה סגל | סיון לוי זקין  שירה גפן  רונה סגל …,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
דפנה אוו,medium,במאי,קרן הקולנוע ערבה,"…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [דפנה אוו] דיש גולן  מדינההולנד, ישראל   [](https://aravaff.co.il/movie…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
דפנה אוו,medium,במאי,קרן קולנוע ערבה,"…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [דפנה אוו] דיש גולן  מדינההולנד, ישראל   [](https://aravaff.co.il/movie…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
ג'ון קס,medium,,קרן הקולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
ג'ון קס,medium,,קרן קולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
פרנסיס פורד קופולה לי דרור,medium,,קרן הקולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
פרנסיס פורד קופולה לי דרור,medium,,קרן קולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
דה - ויט,medium,,קרן הקולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
דה - ויט,medium,,קרן קולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
פאר,medium,במאי,קרן הקולנוע ערבה,… מסוף העולם  21.11.2024  17:00  צוקים - מדברא    בימויעמנואל [פאר] בו  מדינהרומניה    [](https://aravaff.co.il/movies/%d7%a9%d7…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
פאר,medium,במאי,קרן קולנוע ערבה,… מסוף העולם  21.11.2024  17:00  צוקים - מדברא    בימויעמנואל [פאר] בו  מדינהרומניה    [](https://aravaff.co.il/movies/%d7%a9%d7…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
טלילה פרנק,medium,במאי,קרן הקולנוע ערבה,…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [טלילה פרנק] מדינהישראל   [](https://aravaff.co.il/movies/%d7%a4%d7%a0%d7…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
טלילה פרנק,medium,במאי,קרן קולנוע ערבה,…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [טלילה פרנק] מדינהישראל   [](https://aravaff.co.il/movies/%d7%a4%d7%a0%d7…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
##ש פורמן,medium,,קרן הקולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
##ש פורמן,medium,,קרן קולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
פדרו אלמודובר,medium,במאי,קרן הקולנוע ערבה,"…סמוך החדר הסמוך  23.11.2024  19:15  צוקים - ""מדברא""    בימוי [פדרו אלמודובר] מדינהספרד, ארה״ב    [](https://aravaff.co.il/movies/%d7%94%d…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
פדרו אלמודובר,medium,במאי,קרן קולנוע ערבה,"…סמוך החדר הסמוך  23.11.2024  19:15  צוקים - ""מדברא""    בימוי [פדרו אלמודובר] מדינהספרד, ארה״ב    [](https://aravaff.co.il/movies/%d7%94%d…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
רונה סגל,high,במאי,קרן הקולנוע ערבה,…הדורה ה- 13 כל הבמאים  שירה גפן | עמרי ברזילי ועומר בן-דוד | [רונה סגל] | סיון לוי זקין  שירה גפן  רונה סגל  עמרי ברזילי ועומר בן-דו…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
רונה סגל,high,במאי,קרן קולנוע ערבה,…הדורה ה- 13 כל הבמאים  שירה גפן | עמרי ברזילי ועומר בן-דוד | [רונה סגל] | סיון לוי זקין  שירה גפן  רונה סגל  עמרי ברזילי ועומר בן-דו…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
וים ונדרס,medium,במאי,קרן הקולנוע ערבה,"…טקסס פריז, טקסס  22.11.2024  21:15  צוקים - ""מדברא""    בימוי [וים ונדרס] מדינהמערב גרמניה, צרפת, בריטניה, ארה""ב   [](https://aravaff.…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
וים ונדרס,medium,במאי,קרן קולנוע ערבה,"…טקסס פריז, טקסס  22.11.2024  21:15  צוקים - ""מדברא""    בימוי [וים ונדרס] מדינהמערב גרמניה, צרפת, בריטניה, ארה""ב   [](https://aravaff.…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
פרנק מדינה,medium,,קרן הקולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
פרנק מדינה,medium,,קרן קולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
גלוריה גלוריה,high,,קרן הקולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
גלוריה גלוריה,high,,קרן קולנוע ערבה,,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
דרור,medium,במאי,קרן הקולנוע ערבה,…נטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוילי [דרור] מדינהישראל   [](https://aravaff.co.il/movies/%d7%9e%d7%96%d7…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
דרור,medium,במאי,קרן קולנוע ערבה,…נטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוילי [דרור] מדינהישראל   [](https://aravaff.co.il/movies/%d7%9e%d7%96%d7…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
זיל,medium,במאי,קרן הקולנוע ערבה,…מהדורה ה- 13 כל הבמאים  שירה גפן | עמרי בר [זיל] י ועומר בן-דוד | רונה סגל | סיון לוי זקין  שירה גפן  רונה סג…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
זיל,medium,במאי,קרן קולנוע ערבה,…מהדורה ה- 13 כל הבמאים  שירה גפן | עמרי בר [זיל] י ועומר בן-דוד | רונה סגל | סיון לוי זקין  שירה גפן  רונה סג…,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
ה״ב,medium,במאי,קרן הקולנוע ערבה,"…6.11.2024  21:00  צוקים - ""מדברא""    בימוישון בייקר  מדינהאר [ה״ב] [](https://aravaff.co.il/movies/%d7%90%d7%a0%d7%95%d7%a8%d7%…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
ה״ב,medium,במאי,קרן קולנוע ערבה,"…6.11.2024  21:00  צוקים - ""מדברא""    בימוישון בייקר  מדינהאר [ה״ב] [](https://aravaff.co.il/movies/%d7%90%d7%a0%d7%95%d7%a8%d7%…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
לואיז קורב,medium,במאי,קרן הקולנוע ערבה,"…פרה פרה פרה פרה  18.11.2024  17:00  צוקים - ""מדברא""    בימוי [לואיז קורב] וזייה  מדינהצרפת    [](https://aravaff.co.il/movies/%d7%a4%d…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
לואיז קורב,medium,במאי,קרן קולנוע ערבה,"…פרה פרה פרה פרה  18.11.2024  17:00  צוקים - ""מדברא""    בימוי [לואיז קורב] וזייה  מדינהצרפת    [](https://aravaff.co.il/movies/%d7%a4%d…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
אלמודובר,medium,במאי,קרן הקולנוע ערבה,"… החדר הסמוך  23.11.2024  19:15  צוקים - ""מדברא""    בימויפדרו [אלמודובר] מדינהספרד, ארה״ב    [](https://aravaff.co.il/movies/%d7%94%d…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
אלמודובר,medium,במאי,קרן קולנוע ערבה,"… החדר הסמוך  23.11.2024  19:15  צוקים - ""מדברא""    בימויפדרו [אלמודובר] מדינהספרד, ארה״ב    [](https://aravaff.co.il/movies/%d7%94%d…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
arava,medium,במאי,קרן הקולנוע ערבה,"… צוקים - ""מדברא""    בימוישון בייקר  מדינהארה״ב   [](https:// [arava] ff.co.il/movies/%d7%90%d7%a0%d7%95%d7%a8%d7%94/) ![](https:/…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
arava,medium,במאי,קרן קולנוע ערבה,"… צוקים - ""מדברא""    בימוישון בייקר  מדינהארה״ב   [](https:// [arava] ff.co.il/movies/%d7%90%d7%a0%d7%95%d7%a8%d7%94/) ![](https:/…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
סולימאן,medium,במאי,קרן הקולנוע ערבה,"…d7%97%d7%93%d7%a8-%d7%94%d7%a1%d7%9e%d7%95%d7%9a/) הסיפור של [סולימאן] הסיפור של סולימאן  14.11.2024  21:30  צוקים - ""מדברא""    בימ…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
סולימאן,medium,במאי,קרן קולנוע ערבה,"…d7%97%d7%93%d7%a8-%d7%94%d7%a1%d7%9e%d7%95%d7%9a/) הסיפור של [סולימאן] הסיפור של סולימאן  14.11.2024  21:30  צוקים - ""מדברא""    בימ…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
רוזנטל,high,במאי,קרן הקולנוע ערבה,…d7%a8%d7%93/) גבול גבול  18.11.2024  10:30  מרכז ספיר - אולם [רוזנטל] 20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוירוני בהט …,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
רוזנטל,high,במאי,קרן קולנוע ערבה,…d7%a8%d7%93/) גבול גבול  18.11.2024  10:30  מרכז ספיר - אולם [רוזנטל] 20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוירוני בהט …,https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
קרין טר,medium,במאי,קרן הקולנוע ערבה,"…מה שמחבר בינינו  22.11.2024  19:15  צוקים - ""מדברא""    בימוי [קרין טר] דייה  מדינהצרפת, בלגיה   [](https://aravaff.co.il/movies/%d7…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
קרין טר,medium,במאי,קרן קולנוע ערבה,"…מה שמחבר בינינו  22.11.2024  19:15  צוקים - ""מדברא""    בימוי [קרין טר] דייה  מדינהצרפת, בלגיה   [](https://aravaff.co.il/movies/%d7…",https://aravaff.co.il/archive/2024/,arava_film_fund__archive-2024__7323ceea.meta.json
שירה גפן,high,במאי,קרן הקולנוע ערבה,…מהדורה ה- 13 כל הבמאים [שירה גפן] | עמרי ברזילי ועומר בן-דוד | רונה סגל | סיון לוי זקין  שירה …,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
שירה גפן,high,במאי,קרן קולנוע ערבה,…מהדורה ה- 13 כל הבמאים [שירה גפן] | עמרי ברזילי ועומר בן-דוד | רונה סגל | סיון לוי זקין  שירה …,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
דילן,medium,במאי,קרן הקולנוע ערבה,"…a1/) פרנצ׳ פרנצ׳  23.11.2024  21:15  צוקים -""מדברא""    בימוי [דילן] יוסף שטרית  מדינהישראל   [](https://aravaff.co.il/movies/%d7…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
דילן,medium,במאי,קרן קולנוע ערבה,"…a1/) פרנצ׳ פרנצ׳  23.11.2024  21:15  צוקים -""מדברא""    בימוי [דילן] יוסף שטרית  מדינהישראל   [](https://aravaff.co.il/movies/%d7…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
##ים,medium,,קרן הקולנוע ערבה,,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
##ים,medium,,קרן קולנוע ערבה,,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
סגל,medium,במאי,קרן הקולנוע ערבה,… ה- 13 כל הבמאים  שירה גפן | עמרי ברזילי ועומר בן-דוד | רונה [סגל] | סיון לוי זקין  שירה גפן  רונה סגל  עמרי ברזילי ועומר בן-דו…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
סגל,medium,במאי,קרן קולנוע ערבה,… ה- 13 כל הבמאים  שירה גפן | עמרי ברזילי ועומר בן-דוד | רונה [סגל] | סיון לוי זקין  שירה גפן  רונה סגל  עמרי ברזילי ועומר בן-דו…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
קפא,medium,במאי,קרן הקולנוע ערבה,"…מדמיינים כאור  21.11.2024  19:15  צוקים - מדברא    בימויפיאל [קפא] דיה  מדינהצרפת, הודו, הולנד, לוקסמבורג, איטליה   [](https://…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
קפא,medium,במאי,קרן קולנוע ערבה,"…מדמיינים כאור  21.11.2024  19:15  צוקים - מדברא    בימויפיאל [קפא] דיה  מדינהצרפת, הודו, הולנד, לוקסמבורג, איטליה   [](https://…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
דרור רונ,medium,,קרן הקולנוע ערבה,,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
דרור רונ,medium,,קרן קולנוע ערבה,,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
וולטר סאל,medium,במאי,קרן הקולנוע ערבה,"…ן אני עדיין כאן  14.11.2024  18:45  צוקים - ""מדברא""    בימוי [וולטר סאל] ס  מדינהברזיל, צרפת   [](https://aravaff.co.il/movies/%d7%90…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
וולטר סאל,medium,במאי,קרן קולנוע ערבה,"…ן אני עדיין כאן  14.11.2024  18:45  צוקים - ""מדברא""    בימוי [וולטר סאל] ס  מדינהברזיל, צרפת   [](https://aravaff.co.il/movies/%d7%90…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מישל הז,medium,במאי,קרן הקולנוע ערבה,"…סחורה יקרה מכול  15.11.2024  19:30  צוקים - ""מדברא""    בימוי [מישל הז] נוויציוס  מדינהצרפת, בלגיה   [](https://aravaff.co.il/movies…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מישל הז,medium,במאי,קרן קולנוע ערבה,"…סחורה יקרה מכול  15.11.2024  19:30  צוקים - ""מדברא""    בימוי [מישל הז] נוויציוס  מדינהצרפת, בלגיה   [](https://aravaff.co.il/movies…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מייקל דודו,medium,במאי,קרן הקולנוע ערבה,"…האדום הצב האדום  23.11.2024  17:00  צוקים - ""מדברא""    בימוי [מייקל דודו] ק דה-ויט  מדינהצרפת, בלגיה   [](https://aravaff.co.il/movies…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מייקל דודו,medium,במאי,קרן קולנוע ערבה,"…האדום הצב האדום  23.11.2024  17:00  צוקים - ""מדברא""    בימוי [מייקל דודו] ק דה-ויט  מדינהצרפת, בלגיה   [](https://aravaff.co.il/movies…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
יעל רייספלד,medium,במאי,קרן הקולנוע ערבה,…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [יעל רייספלד] מדינהישראל   [](https://aravaff.co.il/movies/%d7%93%d7%92-%d…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
יעל רייספלד,medium,במאי,קרן קולנוע ערבה,…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [יעל רייספלד] מדינהישראל   [](https://aravaff.co.il/movies/%d7%93%d7%92-%d…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
עמנואל פאר,medium,במאי,קרן הקולנוע ערבה,…ומטרים מסוף העולם  21.11.2024  17:00  צוקים - מדברא    בימוי [עמנואל פאר] בו  מדינהרומניה    [](https://aravaff.co.il/movies/%d7%a9%d7…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
עמנואל פאר,medium,במאי,קרן קולנוע ערבה,…ומטרים מסוף העולם  21.11.2024  17:00  צוקים - מדברא    בימוי [עמנואל פאר] בו  מדינהרומניה    [](https://aravaff.co.il/movies/%d7%a9%d7…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
דפנה אוודיש גולן,medium,במאי,קרן הקולנוע ערבה,"…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [דפנה אוודיש גולן] מדינההולנד, ישראל   [](https://aravaff.co.il/movies/%d7%9c%d…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
דפנה אוודיש גולן,medium,במאי,קרן קולנוע ערבה,"…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [דפנה אוודיש גולן] מדינההולנד, ישראל   [](https://aravaff.co.il/movies/%d7%9c%d…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
גווא,medium,במאי,קרן הקולנוע ערבה,"…שחור כלב שחור  21.11.2024  21:30  צוקים - ""מדברא""    בימויהו [גווא] ן  מדינהסין    [](https://aravaff.co.il/movies/%d7%9b%d7%9c%…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
גווא,medium,במאי,קרן קולנוע ערבה,"…שחור כלב שחור  21.11.2024  21:30  צוקים - ""מדברא""    בימויהו [גווא] ן  מדינהסין    [](https://aravaff.co.il/movies/%d7%9b%d7%9c%…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
סיון,medium,במאי,קרן הקולנוע ערבה,… כל הבמאים  שירה גפן | עמרי ברזילי ועומר בן-דוד | רונה סגל | [סיון] לוי זקין  שירה גפן  רונה סגל  עמרי ברזילי ועומר בן-דוד  סיון…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
סיון,medium,במאי,קרן קולנוע ערבה,… כל הבמאים  שירה גפן | עמרי ברזילי ועומר בן-דוד | רונה סגל | [סיון] לוי זקין  שירה גפן  רונה סגל  עמרי ברזילי ועומר בן-דוד  סיון…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
קוה,medium,במאי,קרן הקולנוע ערבה,"…לנצח מאושר לנצח  22.11.2024  17:00  צוקים - ""מדברא""    בימוי [קוה] יי איגראשי  מדינהיפן, צרפת   [](https://aravaff.co.il/movies…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
קוה,medium,במאי,קרן קולנוע ערבה,"…לנצח מאושר לנצח  22.11.2024  17:00  צוקים - ""מדברא""    בימוי [קוה] יי איגראשי  מדינהיפן, צרפת   [](https://aravaff.co.il/movies…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
גינ,medium,במאי,קרן הקולנוע ערבה,"…עם הזרם עם הזרם  19.11.2024  17:00  צוקים - ""מדברא""    בימוי [גינ] טס זילבאלודיס  מדינהבלגיה, לטביה, צרפת   [](https://aravaff.…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
גינ,medium,במאי,קרן קולנוע ערבה,"…עם הזרם עם הזרם  19.11.2024  17:00  צוקים - ""מדברא""    בימוי [גינ] טס זילבאלודיס  מדינהבלגיה, לטביה, צרפת   [](https://aravaff.…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
דלפרו,medium,במאי,קרן הקולנוע ערבה,"…הר כלת ההר  19.11.2024  21:00  צוקים - ""מדברא""    בימוימאורה [דלפרו] מדינהאיטליה, צרפת, בלגיה   [](https://aravaff.co.il/movies/%…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
דלפרו,medium,במאי,קרן קולנוע ערבה,"…הר כלת ההר  19.11.2024  21:00  צוקים - ""מדברא""    בימוימאורה [דלפרו] מדינהאיטליה, צרפת, בלגיה   [](https://aravaff.co.il/movies/%…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
רוני,medium,במאי,קרן הקולנוע ערבה,…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [רוני] בהט  מדינהישראל   [](https://aravaff.co.il/movies/%d7%92%d7%…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
רוני,medium,במאי,קרן קולנוע ערבה,…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [רוני] בהט  מדינהישראל   [](https://aravaff.co.il/movies/%d7%92%d7%…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
שמבה,medium,במאי,קרן הקולנוע ערבה,"…9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/) [שמבה] אלה שמבהאלה  20.11.2024  19:30  צוקים - ""מדברא""    בימוימין …",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
שמבה,medium,במאי,קרן קולנוע ערבה,"…9d-%d7%9e%d7%a1%d7%95%d7%a3-%d7%94%d7%a2%d7%95%d7%9c%d7%9d/) [שמבה] אלה שמבהאלה  20.11.2024  19:30  צוקים - ""מדברא""    בימוימין …",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
רוני בהט,high,במאי,קרן הקולנוע ערבה,…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [רוני בהט] מדינהישראל   [](https://aravaff.co.il/movies/%d7%92%d7%91%d7…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
רוני בהט,high,במאי,קרן קולנוע ערבה,…וזנטל    20.11.2024  10:15  מרכז ספיר - אולם רוזנטל    בימוי [רוני בהט] מדינהישראל   [](https://aravaff.co.il/movies/%d7%92%d7%91%d7…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
אקי,medium,במאי,קרן הקולנוע ערבה,"…ם שבעת הסמוראים  18.11.2024  19:30  צוקים - ""מדברא""    בימוי [אקי] רה קורוסאווה  מדינהיפן   [](https://aravaff.co.il/movies/%d7…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
אקי,medium,במאי,קרן קולנוע ערבה,"…ם שבעת הסמוראים  18.11.2024  19:30  צוקים - ""מדברא""    בימוי [אקי] רה קורוסאווה  מדינהיפן   [](https://aravaff.co.il/movies/%d7…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
סאל,medium,במאי,קרן הקולנוע ערבה,"… עדיין כאן  14.11.2024  18:45  צוקים - ""מדברא""    בימויוולטר [סאל] ס  מדינהברזיל, צרפת   [](https://aravaff.co.il/movies/%d7%90…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
סאל,medium,במאי,קרן קולנוע ערבה,"… עדיין כאן  14.11.2024  18:45  צוקים - ""מדברא""    בימויוולטר [סאל] ס  מדינהברזיל, צרפת   [](https://aravaff.co.il/movies/%d7%90…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
סיון לוי זק,medium,במאי,קרן הקולנוע ערבה,… כל הבמאים  שירה גפן | עמרי ברזילי ועומר בן-דוד | רונה סגל | [סיון לוי זק] ין  שירה גפן  רונה סגל  עמרי ברזילי ועומר בן-דוד  סיון לוי ז…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
סיון לוי זק,medium,במאי,קרן קולנוע ערבה,… כל הבמאים  שירה גפן | עמרי ברזילי ועומר בן-דוד | רונה סגל | [סיון לוי זק] ין  שירה גפן  רונה סגל  עמרי ברזילי ועומר בן-דוד  סיון לוי ז…,https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מאיה קניג,medium,במאי,קרן הקולנוע ערבה,"…d7%94/) חלב חלב  16.11.2024  19:00  צוקים - ""מדברא""    בימוי [מאיה קניג] מדינהישראל, צרפת    [](https://aravaff.co.il/movies/%d7%97%d…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מאיה קניג,medium,במאי,קרן קולנוע ערבה,"…d7%94/) חלב חלב  16.11.2024  19:00  צוקים - ""מדברא""    בימוי [מאיה קניג] מדינהישראל, צרפת    [](https://aravaff.co.il/movies/%d7%97%d…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מילוש פורמן,medium,במאי,קרן הקולנוע ערבה,"…%9d/) שיער שיער  15.11.2024  17:00  צוקים - ""מדברא""    בימוי [מילוש פורמן] מדינהארה״ב, מערב גרמניה    [](https://aravaff.co.il/movies/%…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מילוש פורמן,medium,במאי,קרן קולנוע ערבה,"…%9d/) שיער שיער  15.11.2024  17:00  צוקים - ""מדברא""    בימוי [מילוש פורמן] מדינהארה״ב, מערב גרמניה    [](https://aravaff.co.il/movies/%…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מאורה דל,medium,במאי,קרן הקולנוע ערבה,"…כלת ההר כלת ההר  19.11.2024  21:00  צוקים - ""מדברא""    בימוי [מאורה דל] פרו  מדינהאיטליה, צרפת, בלגיה   [](https://aravaff.co.il/mov…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
מאורה דל,medium,במאי,קרן קולנוע ערבה,"…כלת ההר כלת ההר  19.11.2024  21:00  צוקים - ""מדברא""    בימוי [מאורה דל] פרו  מדינהאיטליה, צרפת, בלגיה   [](https://aravaff.co.il/mov…",https://aravaff.co.il/archive/2024/#main,arava_film_fund__archive-2024__e9b4454d.meta.json
